mgi_symbol	gene_id	gene_name
Spdye4b	ENSMUSG00000029586	SPDYE2B
Spdye4b	ENSMUSG00000029586	SPDYE15
Spdye4b	ENSMUSG00000029586	SPDYE5
Spdye4b	ENSMUSG00000029586	SPDYE11
Specc1	ENSMUSG00000042331	SPECC1
Specc1l	ENSMUSG00000033444	SPECC1L
Specc1l	ENSMUSG00000033444	SPECC1L-ADORA2A
Spef1	ENSMUSG00000027329	SPEF1
Spef2	ENSMUSG00000072663	SPEF2
Speg	ENSMUSG00000026207	SPEG
Spem1	ENSMUSG00000041165	SPEM1
Spem2	ENSMUSG00000044084	SPEM2
Spen	ENSMUSG00000040761	SPEN
Spesp1	ENSMUSG00000046846	SPESP1
Spg11	ENSMUSG00000033396	SPG11
Spg20	ENSMUSG00000036580	SPART
Spg21	ENSMUSG00000032388	SPG21
Spg7	ENSMUSG00000000738	SPG7
Sphk1	ENSMUSG00000061878	SPHK1
Sphk2	ENSMUSG00000057342	SPHK2
Sphkap	ENSMUSG00000026163	SPHKAP
Spi1	ENSMUSG00000002111	SPI1
Spib	ENSMUSG00000008193	SPIB
Spic	ENSMUSG00000004359	SPIC
Spice1	ENSMUSG00000043065	SPICE1
Spidr	ENSMUSG00000041974	SPIDR
Spin1	ENSMUSG00000021395	SPIN1
Spin2c	ENSMUSG00000046550	SPIN2B
Spin2c	ENSMUSG00000046550	SPIN2A
Spin2d	ENSMUSG00000079566	SPIN2B
Spin2d	ENSMUSG00000079566	SPIN2A
Spin2e	ENSMUSG00000096645	SPIN2B
Spin2e	ENSMUSG00000096645	SPIN2A
Spin2f	ENSMUSG00000095754	SPIN2B
Spin2f	ENSMUSG00000095754	SPIN2A
Spin2g	ENSMUSG00000095659	SPIN2A
Spin2g	ENSMUSG00000095659	SPIN2B
Spin4	ENSMUSG00000071722	SPIN4
Spindoc	ENSMUSG00000024970	SPINDOC
Spink1	ENSMUSG00000024503	SPINK1
Spink10	ENSMUSG00000044176	SPINK9
Spink11	ENSMUSG00000073573	SPINK9
Spink13	ENSMUSG00000073551	SPINK13
Spink14	ENSMUSG00000051050	SPINK14
Spink2	ENSMUSG00000053030	SPINK2
Spink4	ENSMUSG00000028415	SPINK4
Spink5	ENSMUSG00000055561	SPINK5
Spink6	ENSMUSG00000055095	SPINK6
Spink7	ENSMUSG00000060201	SPINK7
Spink8	ENSMUSG00000050074	SPINK8
Spinkl	ENSMUSG00000053729	SPINK9
Spint1	ENSMUSG00000027315	SPINT1
Spint2	ENSMUSG00000074227	SPINT2
Spint3	ENSMUSG00000074596	SPINT3
Spint4	ENSMUSG00000017310	SPINT4
Spire1	ENSMUSG00000024533	SPIRE1
Spire2	ENSMUSG00000010154	SPIRE2
Spn	ENSMUSG00000051457	SPN
Spns1	ENSMUSG00000030741	SPNS1
Spns2	ENSMUSG00000040447	SPNS2
Spns3	ENSMUSG00000020798	SPNS3
Spo11	ENSMUSG00000005883	SPO11
Spocd1	ENSMUSG00000028784	SPOCD1
Spock1	ENSMUSG00000056222	SPOCK1
Spock2	ENSMUSG00000058297	SPOCK2
Spock3	ENSMUSG00000054162	SPOCK3
Spon1	ENSMUSG00000038156	SPON1
Spon2	ENSMUSG00000037379	SPON2
Spop	ENSMUSG00000057522	SPOP
Spopfm1	ENSMUSG00000089696	SPOP
Spopfm2	ENSMUSG00000074424	SPOP
Spopfm3	ENSMUSG00000090268	SPOP
Spopl	ENSMUSG00000026771	SPOPL
Spout1	ENSMUSG00000039660	SPOUT1
Spp1	ENSMUSG00000029304	SPP1
Spp2	ENSMUSG00000026295	SPP2
Sppl2a	ENSMUSG00000027366	SPPL2A
Sppl2b	ENSMUSG00000035206	SPPL2B
Sppl2c	ENSMUSG00000049506	SPPL2C
Sppl3	ENSMUSG00000029550	SPPL3
Spr	ENSMUSG00000033735	SPR
Spred1	ENSMUSG00000027351	SPRED1
Spred2	ENSMUSG00000045671	SPRED2
Spred3	ENSMUSG00000037239	SPRED3
Spring1	ENSMUSG00000032840	SPRING1
Sprn	ENSMUSG00000045733	SPRN
Sprr2d	ENSMUSG00000042212	SPRR2A
Sprr3	ENSMUSG00000045539	SPRR3
Sprr4	ENSMUSG00000045566	SPRR4
Sprtn	ENSMUSG00000031986	SPRTN
Spry1	ENSMUSG00000037211	SPRY1
Spry2	ENSMUSG00000022114	SPRY2
Spry4	ENSMUSG00000024427	SPRY4
Spryd3	ENSMUSG00000036966	SPRYD3
Spryd4	ENSMUSG00000051346	SPRYD4
Spryd7	ENSMUSG00000021930	SPRYD7
Spsb1	ENSMUSG00000039911	SPSB1
Spsb2	ENSMUSG00000038451	SPSB2
Spsb3	ENSMUSG00000024160	SPSB3
Spsb4	ENSMUSG00000046997	SPSB4
Spta1	ENSMUSG00000026532	SPTA1
Sptan1	ENSMUSG00000057738	SPTAN1
Sptb	ENSMUSG00000021061	SPTB
Sptbn1	ENSMUSG00000020315	SPTBN1
Sptbn2	ENSMUSG00000067889	SPTBN2
Sptbn4	ENSMUSG00000011751	SPTBN4
Sptbn5	ENSMUSG00000074899	SPTBN5
Sptlc1	ENSMUSG00000021468	SPTLC1
Sptlc2	ENSMUSG00000021036	SPTLC2
Sptlc3	ENSMUSG00000039092	SPTLC3
Sptssa	ENSMUSG00000044408	SPTSSA
Sptssb	ENSMUSG00000043461	SPTSSB
Spty2d1	ENSMUSG00000049516	SPTY2D1
Spx	ENSMUSG00000071112	SPX
Spz1	ENSMUSG00000046957	SPZ1
Sqle	ENSMUSG00000022351	SQLE
Sqor	ENSMUSG00000005803	SQOR
Sqstm1	ENSMUSG00000015837	SQSTM1
Sra1	ENSMUSG00000006050	SRA1
Srarp	ENSMUSG00000070637	SRARP
Srbd1	ENSMUSG00000024135	SRBD1
Src	ENSMUSG00000027646	SRC
Srcap	ENSMUSG00000053877	SRCAP
Srcin1	ENSMUSG00000038453	SRCIN1
Srd5a1	ENSMUSG00000021594	SRD5A1
Srd5a2	ENSMUSG00000038541	SRD5A2
Srd5a3	ENSMUSG00000029233	SRD5A3
Srebf1	ENSMUSG00000020538	SREBF1
Srebf2	ENSMUSG00000022463	SREBF2
Srek1ip1	ENSMUSG00000021716	SREK1IP1
Srf	ENSMUSG00000015605	SRF
Srfbp1	ENSMUSG00000024528	SRFBP1
Srgap1	ENSMUSG00000020121	SRGAP1
Srgap2	ENSMUSG00000026425	SRGAP2C
Srgap2	ENSMUSG00000026425	SRGAP2B
Srgap3	ENSMUSG00000030257	SRGAP3
Srgn	ENSMUSG00000020077	SRGN
Sri	ENSMUSG00000003161	SRI
Srl	ENSMUSG00000022519	SRL
Srm	ENSMUSG00000006442	SRM
Srms	ENSMUSG00000027579	SRMS
Srp14	ENSMUSG00000009549	SRP14
Srp19	ENSMUSG00000014504	SRP19
Srp54a	ENSMUSG00000073079	SRP54
Srp54b	ENSMUSG00000112449	SRP54
Srp54c	ENSMUSG00000079108	SRP54
Srp68	ENSMUSG00000020780	SRP68
Srp72	ENSMUSG00000036323	SRP72
Srp9	ENSMUSG00000026511	SRP9
Srpk1	ENSMUSG00000004865	SRPK1
Srpk2	ENSMUSG00000062604	SRPK2
Srpk3	ENSMUSG00000002007	SRPK3
Srpr	ENSMUSG00000032042	SRPRA
Srprb	ENSMUSG00000032553	SRPRB
Srpx	ENSMUSG00000090084	SRPX
Srpx2	ENSMUSG00000031253	SRPX2
Srr	ENSMUSG00000001323	SRR
Srrd	ENSMUSG00000029346	SRRD
Srrm1	ENSMUSG00000028809	SRRM1
Srrm2	ENSMUSG00000039218	SRRM2
Srrm3	ENSMUSG00000039860	SRRM3
Srrm4	ENSMUSG00000063919	SRRM4
Srrt	ENSMUSG00000037364	SRRT
Srsf1	ENSMUSG00000018379	SRSF1
Srsf10	ENSMUSG00000028676	SRSF10
Srsf11	ENSMUSG00000055436	SRSF11
Srsf12	ENSMUSG00000054679	SRSF12
Srsf2	ENSMUSG00000034120	SRSF2
Srsf3	ENSMUSG00000071172	SRSF3
Srsf4	ENSMUSG00000028911	SRSF4
Srsf5	ENSMUSG00000021134	SRSF5
Srsf6	ENSMUSG00000016921	SRSF6
Srsf7	ENSMUSG00000024097	SRSF7
Srsf9	ENSMUSG00000029538	SRSF9
Srxn1	ENSMUSG00000032802	SRXN1
Sry	ENSMUSG00000069036	SRY
Ss18	ENSMUSG00000037013	SS18
Ss18l1	ENSMUSG00000039086	SS18L1
Ss18l2	ENSMUSG00000032526	SS18L2
Ssb	ENSMUSG00000068882	SSB
Ssbp1	ENSMUSG00000029911	SSBP1
Ssbp2	ENSMUSG00000003992	SSBP2
Ssbp3	ENSMUSG00000061887	SSBP3
Ssbp4	ENSMUSG00000070003	SSBP4
Ssc4d	ENSMUSG00000029699	SSC4D
Ssc5d	ENSMUSG00000035279	SSC5D
Ssh1	ENSMUSG00000042121	SSH1
Ssh2	ENSMUSG00000037926	SSH2
Ssh3	ENSMUSG00000034616	SSH3
Ssmem1	ENSMUSG00000029784	SSMEM1
Ssna1	ENSMUSG00000026966	SSNA1
Sspn	ENSMUSG00000030255	SSPN
Ssr1	ENSMUSG00000021427	SSR1
Ssr2	ENSMUSG00000041355	SSR2
Ssr3	ENSMUSG00000027828	SSR3
Ssr4	ENSMUSG00000002014	SSR4
Ssrp1	ENSMUSG00000027067	SSRP1
Sst	ENSMUSG00000004366	SST
Sstr1	ENSMUSG00000035431	SSTR1
Sstr2	ENSMUSG00000047904	SSTR2
Sstr3	ENSMUSG00000044933	SSTR3
Sstr4	ENSMUSG00000037014	SSTR4
Sstr5	ENSMUSG00000050824	SSTR5
Ssty1	ENSMUSG00000095267	SPIN2A
Ssty1	ENSMUSG00000095267	SPIN2B
Ssty2	ENSMUSG00000095302	SPIN2A
Ssty2	ENSMUSG00000095302	SPIN2B
Ssu2	ENSMUSG00000034387	SSUH2
Ssu72	ENSMUSG00000029038	SSU72
Ssx2ip	ENSMUSG00000036825	SSX2IP
Ssx9	ENSMUSG00000035371	SSX3
Ssx9	ENSMUSG00000035371	SSX2
Ssx9	ENSMUSG00000035371	SSX1
Ssx9	ENSMUSG00000035371	SSX4B
Ssx9	ENSMUSG00000035371	SSX4
Ssx9	ENSMUSG00000035371	SSX7
Ssx9	ENSMUSG00000035371	SSX2B
Ssx9	ENSMUSG00000035371	SSX5
Ssxa1	ENSMUSG00000062814	SSX2B
Ssxa1	ENSMUSG00000062814	SSX2
Ssxa1	ENSMUSG00000062814	SSX4
Ssxa1	ENSMUSG00000062814	SSX4B
Ssxa1	ENSMUSG00000062814	SSX7
Ssxa1	ENSMUSG00000062814	SSX1
Ssxa1	ENSMUSG00000062814	SSX5
Ssxa1	ENSMUSG00000062814	SSX3
Ssxb1	ENSMUSG00000079705	SSX4
Ssxb1	ENSMUSG00000079705	SSX2B
Ssxb1	ENSMUSG00000079705	SSX2
Ssxb1	ENSMUSG00000079705	SSX3
Ssxb1	ENSMUSG00000079705	SSX5
Ssxb1	ENSMUSG00000079705	SSX4B
Ssxb1	ENSMUSG00000079705	SSX1
Ssxb1	ENSMUSG00000079705	SSX7
Ssxb10	ENSMUSG00000068219	SSX4B
Ssxb10	ENSMUSG00000068219	SSX5
Ssxb10	ENSMUSG00000068219	SSX2
Ssxb10	ENSMUSG00000068219	SSX3
Ssxb10	ENSMUSG00000068219	SSX4
Ssxb10	ENSMUSG00000068219	SSX1
Ssxb10	ENSMUSG00000068219	SSX2B
Ssxb10	ENSMUSG00000068219	SSX7
Ssxb2	ENSMUSG00000023165	SSX3
Ssxb2	ENSMUSG00000023165	SSX5
Ssxb2	ENSMUSG00000023165	SSX2B
Ssxb2	ENSMUSG00000023165	SSX2
Ssxb2	ENSMUSG00000023165	SSX7
Ssxb2	ENSMUSG00000023165	SSX4B
Ssxb2	ENSMUSG00000023165	SSX4
Ssxb2	ENSMUSG00000023165	SSX1
Ssxb3	ENSMUSG00000079701	SSX2
Ssxb3	ENSMUSG00000079701	SSX4
Ssxb3	ENSMUSG00000079701	SSX3
Ssxb3	ENSMUSG00000079701	SSX7
Ssxb3	ENSMUSG00000079701	SSX2B
Ssxb3	ENSMUSG00000079701	SSX1
Ssxb3	ENSMUSG00000079701	SSX5
Ssxb3	ENSMUSG00000079701	SSX4B
Ssxb5	ENSMUSG00000071816	SSX3
Ssxb5	ENSMUSG00000071816	SSX1
Ssxb5	ENSMUSG00000071816	SSX5
Ssxb5	ENSMUSG00000071816	SSX4
Ssxb5	ENSMUSG00000071816	SSX7
Ssxb5	ENSMUSG00000071816	SSX2B
Ssxb5	ENSMUSG00000071816	SSX2
Ssxb5	ENSMUSG00000071816	SSX4B
Ssxb6	ENSMUSG00000079702	SSX4
Ssxb6	ENSMUSG00000079702	SSX4B
Ssxb6	ENSMUSG00000079702	SSX3
Ssxb6	ENSMUSG00000079702	SSX5
Ssxb6	ENSMUSG00000079702	SSX7
Ssxb6	ENSMUSG00000079702	SSX2B
Ssxb6	ENSMUSG00000079702	SSX1
Ssxb6	ENSMUSG00000079702	SSX2
Ssxb8	ENSMUSG00000079703	SSX2
Ssxb8	ENSMUSG00000079703	SSX5
Ssxb8	ENSMUSG00000079703	SSX2B
Ssxb8	ENSMUSG00000079703	SSX4B
Ssxb8	ENSMUSG00000079703	SSX3
Ssxb8	ENSMUSG00000079703	SSX7
Ssxb8	ENSMUSG00000079703	SSX1
Ssxb8	ENSMUSG00000079703	SSX4
Ssxb9	ENSMUSG00000068218	SSX3
Ssxb9	ENSMUSG00000068218	SSX2B
Ssxb9	ENSMUSG00000068218	SSX4B
Ssxb9	ENSMUSG00000068218	SSX4
Ssxb9	ENSMUSG00000068218	SSX1
Ssxb9	ENSMUSG00000068218	SSX2
Ssxb9	ENSMUSG00000068218	SSX5
Ssxb9	ENSMUSG00000068218	SSX7
St13	ENSMUSG00000022403	ST13
St14	ENSMUSG00000031995	ST14
St18	ENSMUSG00000033740	ST18
St3gal1	ENSMUSG00000013846	ST3GAL1
St3gal2	ENSMUSG00000031749	ST3GAL2
St3gal3	ENSMUSG00000028538	ST3GAL3
St3gal4	ENSMUSG00000032038	ST3GAL4
St3gal5	ENSMUSG00000056091	ST3GAL5
St3gal6	ENSMUSG00000022747	ST3GAL6
St6gal1	ENSMUSG00000022885	ST6GAL1
St6gal2	ENSMUSG00000024172	ST6GAL2
St6galnac1	ENSMUSG00000009588	ST6GALNAC1
St6galnac2	ENSMUSG00000110170	ST6GALNAC2
St6galnac2	ENSMUSG00000057286	ST6GALNAC2
St6galnac3	ENSMUSG00000052544	ST6GALNAC3
St6galnac4	ENSMUSG00000079442	ST6GALNAC4
St6galnac5	ENSMUSG00000039037	ST6GALNAC5
St6galnac6	ENSMUSG00000026811	ST6GALNAC6
St7	ENSMUSG00000029534	ST7
St7l	ENSMUSG00000045576	ST7L
St8sia1	ENSMUSG00000030283	ST8SIA1
St8sia2	ENSMUSG00000025789	ST8SIA2
St8sia3	ENSMUSG00000056812	ST8SIA3
St8sia4	ENSMUSG00000040710	ST8SIA4
St8sia5	ENSMUSG00000025425	ST8SIA5
St8sia6	ENSMUSG00000003418	ST8SIA6
Stab1	ENSMUSG00000042286	STAB1
Stab2	ENSMUSG00000035459	STAB2
Stac	ENSMUSG00000032502	STAC
Stac2	ENSMUSG00000017400	STAC2
Stac3	ENSMUSG00000040287	STAC3
Stag1	ENSMUSG00000037286	STAG1
Stag2	ENSMUSG00000025862	STAG2
Stag3	ENSMUSG00000036928	STAG3
Stam	ENSMUSG00000026718	STAM
Stam2	ENSMUSG00000055371	STAM2
Stambp	ENSMUSG00000006906	STAMBP
Stambpl1	ENSMUSG00000024776	STAMBPL1
Stap1	ENSMUSG00000029254	STAP1
Stap2	ENSMUSG00000038781	STAP2
Star	ENSMUSG00000031574	STAR
Stard10	ENSMUSG00000030688	STARD10
Stard13	ENSMUSG00000016128	STARD13
Stard3	ENSMUSG00000018167	STARD3
Stard3nl	ENSMUSG00000003062	STARD3NL
Stard4	ENSMUSG00000024378	STARD4
Stard5	ENSMUSG00000046027	STARD5
Stard6	ENSMUSG00000079608	STARD6
Stard7	ENSMUSG00000027367	STARD7
Stard8	ENSMUSG00000031216	STARD8
Stat1	ENSMUSG00000026104	STAT1
Stat2	ENSMUSG00000040033	STAT2
Stat3	ENSMUSG00000004040	STAT3
Stat4	ENSMUSG00000062939	STAT4
Stat5a	ENSMUSG00000004043	STAT5A
Stat5b	ENSMUSG00000020919	STAT5B
Stat6	ENSMUSG00000002147	STAT6
Stau1	ENSMUSG00000039536	STAU1
Stau2	ENSMUSG00000025920	STAU2
Stbd1	ENSMUSG00000047963	STBD1
Stc1	ENSMUSG00000014813	STC1
Stc2	ENSMUSG00000020303	STC2
Steap1	ENSMUSG00000015652	STEAP1
Steap1	ENSMUSG00000015652	STEAP1B
Steap2	ENSMUSG00000015653	STEAP2
Steap3	ENSMUSG00000026389	STEAP3
Steap4	ENSMUSG00000012428	STEAP4
Steep1	ENSMUSG00000006423	STEEP1
Stfa1	ENSMUSG00000071562	CSTA
Stfa2	ENSMUSG00000022902	CSTA
Stfa2l1	ENSMUSG00000059657	CSTA
Stfa3	ENSMUSG00000054905	CSTA
Stil	ENSMUSG00000028718	STIL
Stim1	ENSMUSG00000030987	STIM1
Stim2	ENSMUSG00000039156	STIM2
Stimate	ENSMUSG00000006526	STIMATE
Stimate	ENSMUSG00000006526	STIMATE-MUSTN1
Sting1	ENSMUSG00000024349	STING1
Stip1	ENSMUSG00000024966	STIP1
Stk10	ENSMUSG00000020272	STK10
Stk11	ENSMUSG00000003068	STK11
Stk11ip	ENSMUSG00000026213	STK11IP
Stk16	ENSMUSG00000026201	STK16
Stk17b	ENSMUSG00000026094	STK17B
Stk19	ENSMUSG00000061207	STK19
Stk24	ENSMUSG00000063410	STK24
Stk25	ENSMUSG00000026277	STK25
Stk26	ENSMUSG00000031112	STK26
Stk3	ENSMUSG00000022329	STK3
Stk31	ENSMUSG00000023403	STK31
Stk32a	ENSMUSG00000039954	STK32A
Stk32b	ENSMUSG00000029123	STK32B
Stk32c	ENSMUSG00000015981	STK32C
Stk33	ENSMUSG00000031027	STK33
Stk35	ENSMUSG00000037885	STK35
Stk36	ENSMUSG00000033276	STK36
Stk38	ENSMUSG00000024006	STK38
Stk38l	ENSMUSG00000001630	STK38L
Stk39	ENSMUSG00000027030	STK39
Stk4	ENSMUSG00000018209	STK4
Stk40	ENSMUSG00000042608	STK40
Stkld1	ENSMUSG00000049897	STKLD1
Stmn1	ENSMUSG00000028832	STMN1
Stmn2	ENSMUSG00000027500	STMN2
Stmn3	ENSMUSG00000027581	STMN3
Stmn4	ENSMUSG00000022044	STMN4
Stmnd1	ENSMUSG00000063529	STMND1
Stn1	ENSMUSG00000042694	STN1
Stom	ENSMUSG00000026880	STOM
Stoml1	ENSMUSG00000032333	STOML1
Stoml2	ENSMUSG00000028455	STOML2
Stoml3	ENSMUSG00000027744	STOML3
Ston1	ENSMUSG00000033855	STON1-GTF2A1L
Ston1	ENSMUSG00000033855	STON1
Ston2	ENSMUSG00000020961	STON2
Stox1	ENSMUSG00000036923	STOX1
Stox2	ENSMUSG00000038143	STOX2
Stpg1	ENSMUSG00000028801	STPG1
Stpg2	ENSMUSG00000047940	STPG2
Stpg3	ENSMUSG00000036770	STPG3
Stpg4	ENSMUSG00000036557	STPG4
Stra6	ENSMUSG00000032327	STRA6
Stra8	ENSMUSG00000029848	STRA8
Strada	ENSMUSG00000069631	STRADA
Stradb	ENSMUSG00000026027	STRADB
Strap	ENSMUSG00000030224	STRAP
Strbp	ENSMUSG00000026915	STRBP
Strc	ENSMUSG00000033498	STRC
Strip1	ENSMUSG00000014601	STRIP1
Strip2	ENSMUSG00000039629	STRIP2
Strn	ENSMUSG00000024077	STRN
Strn3	ENSMUSG00000020954	STRN3
Strn4	ENSMUSG00000030374	STRN4
Stt3a	ENSMUSG00000032116	STT3A
Stt3b	ENSMUSG00000032437	STT3B
Stub1	ENSMUSG00000039615	STUB1
Stum	ENSMUSG00000053963	STUM
Stx11	ENSMUSG00000039232	STX11
Stx12	ENSMUSG00000028879	STX12
Stx16	ENSMUSG00000027522	STX16-NPEPL1
Stx16	ENSMUSG00000027522	STX16
Stx17	ENSMUSG00000061455	STX17
Stx18	ENSMUSG00000029125	STX18
Stx19	ENSMUSG00000047854	STX19
Stx1a	ENSMUSG00000007207	STX1A
Stx1b	ENSMUSG00000030806	STX1B
Stx2	ENSMUSG00000029428	STX2
Stx3	ENSMUSG00000041488	STX3
Stx4a	ENSMUSG00000030805	STX4
Stx5a	ENSMUSG00000010110	STX5
Stx6	ENSMUSG00000026470	STX6
Stx7	ENSMUSG00000019998	STX7
Stx8	ENSMUSG00000020903	STX8
Stxbp1	ENSMUSG00000026797	STXBP1
Stxbp2	ENSMUSG00000004626	STXBP2
Stxbp3	ENSMUSG00000027882	STXBP3
Stxbp4	ENSMUSG00000020546	STXBP4
Stxbp5	ENSMUSG00000019790	STXBP5
Stxbp5l	ENSMUSG00000022829	STXBP5L
Stxbp6	ENSMUSG00000046314	STXBP6
Styk1	ENSMUSG00000032899	STYK1
Styx	ENSMUSG00000053205	STYX
Styxl1	ENSMUSG00000019178	STYXL1
Sub1	ENSMUSG00000022205	SUB1
Sucla2	ENSMUSG00000022110	SUCLA2
Suclg1	ENSMUSG00000052738	SUCLG1
Suclg2	ENSMUSG00000061838	SUCLG2
Sucnr1	ENSMUSG00000027762	SUCNR1
Suco	ENSMUSG00000040297	SUCO
Suds3	ENSMUSG00000066900	SUDS3
Sufu	ENSMUSG00000025231	SUFU
Sugct	ENSMUSG00000055137	SUGCT
Sugp1	ENSMUSG00000011306	SUGP1
Sugp2	ENSMUSG00000036054	SUGP2
Sugt1	ENSMUSG00000022024	SUGT1
Sulf1	ENSMUSG00000016918	SULF1
Sulf2	ENSMUSG00000006800	SULF2
Sult1b1	ENSMUSG00000029269	SULT1B1
Sult1c1	ENSMUSG00000023943	SULT1C3
Sult1c2	ENSMUSG00000023122	SULT1C2
Sult1e1	ENSMUSG00000029272	SULT1E1
Sult2a1	ENSMUSG00000078798	SULT2A1
Sult2a2	ENSMUSG00000070811	SULT2A1
Sult2a3	ENSMUSG00000074375	SULT2A1
Sult2a4	ENSMUSG00000074377	SULT2A1
Sult2a5	ENSMUSG00000078799	SULT2A1
Sult2a6	ENSMUSG00000070810	SULT2A1
Sult2a7	ENSMUSG00000094156	SULT2A1
Sult2a8	ENSMUSG00000030378	SULT2A1
Sult2b1	ENSMUSG00000003271	SULT2B1
Sult4a1	ENSMUSG00000018865	SULT4A1
Sult5a1	ENSMUSG00000000739	SULT1A1
Sult5a1	ENSMUSG00000000739	SULT1A3
Sult5a1	ENSMUSG00000000739	SULT1A4
Sult5a1	ENSMUSG00000000739	SULT1A2
Sult6b1	ENSMUSG00000038045	SULT6B1
Sumf1	ENSMUSG00000030101	SUMF1
Sumf2	ENSMUSG00000025538	SUMF2
Sumo1	ENSMUSG00000026021	SUMO1
Sumo3	ENSMUSG00000020265	SUMO3
Sun1	ENSMUSG00000036817	SUN1
Sun2	ENSMUSG00000042524	SUN2
Sun3	ENSMUSG00000040985	SUN3
Sun5	ENSMUSG00000027480	SUN5
Suox	ENSMUSG00000049858	SUOX
Supt16	ENSMUSG00000035726	SUPT16H
Supt20	ENSMUSG00000027751	SUPT20H
Supt3	ENSMUSG00000038954	SUPT3H
Supt4a	ENSMUSG00000020485	SUPT4H1
Supt5	ENSMUSG00000003435	SUPT5H
Supt6	ENSMUSG00000002052	SUPT6H
Supt7l	ENSMUSG00000053134	SUPT7L
Supv3l1	ENSMUSG00000020079	SUPV3L1
Surf1	ENSMUSG00000015790	SURF1
Surf2	ENSMUSG00000014873	SURF2
Surf4	ENSMUSG00000014867	SURF4
Surf6	ENSMUSG00000036160	SURF6
Susd1	ENSMUSG00000038578	SUSD1
Susd2	ENSMUSG00000006342	SUSD2
Susd3	ENSMUSG00000021384	SUSD3
Susd4	ENSMUSG00000038576	SUSD4
Susd5	ENSMUSG00000086596	SUSD5
Susd6	ENSMUSG00000021133	SUSD6
Suv39h1	ENSMUSG00000039231	SUV39H1
Suv39h2	ENSMUSG00000026646	SUV39H2
Suz12	ENSMUSG00000017548	SUZ12
Sv2a	ENSMUSG00000038486	SV2A
Sv2b	ENSMUSG00000053025	SV2B
Sv2c	ENSMUSG00000051111	SV2C
Svbp	ENSMUSG00000028643	SVBP
Svep1	ENSMUSG00000028369	SVEP1
Svil	ENSMUSG00000024236	SVIL
Svip	ENSMUSG00000074093	SVIP
Svop	ENSMUSG00000042078	SVOP
Svopl	ENSMUSG00000029830	SVOPL
Svs1	ENSMUSG00000039215	AOC1
Svs2	ENSMUSG00000040132	SEMG1
Svs2	ENSMUSG00000040132	SEMG2
Svs3a	ENSMUSG00000017003	SEMG1
Svs3a	ENSMUSG00000017003	SEMG2
Svs3b	ENSMUSG00000050383	SEMG2
Svs3b	ENSMUSG00000050383	SEMG1
Swap70	ENSMUSG00000031015	SWAP70
Swi5	ENSMUSG00000044627	SWI5
Swsap1	ENSMUSG00000051238	SWSAP1
Swt1	ENSMUSG00000052748	SWT1
Syap1	ENSMUSG00000031357	SYAP1
Sybu	ENSMUSG00000022340	SYBU
Syce1	ENSMUSG00000025480	SYCE1
Syce1l	ENSMUSG00000033409	SYCE1L
Syce2	ENSMUSG00000003824	SYCE2
Syce3	ENSMUSG00000078938	SYCE3
Sycn	ENSMUSG00000084174	SYCN
Sycp1	ENSMUSG00000027855	SYCP1
Sycp2	ENSMUSG00000060445	SYCP2
Sycp2l	ENSMUSG00000038651	SYCP2L
Sycp3	ENSMUSG00000020059	SYCP3
Syde1	ENSMUSG00000032714	SYDE1
Syde2	ENSMUSG00000036863	SYDE2
Syf2	ENSMUSG00000028821	SYF2
Syk	ENSMUSG00000021457	SYK
Sympk	ENSMUSG00000023118	SYMPK
Syn1	ENSMUSG00000037217	SYN1
Syn2	ENSMUSG00000009394	SYN2
Syn3	ENSMUSG00000059602	SYN3
Syna	ENSMUSG00000085957	ERVFRD-1
Synb	ENSMUSG00000047977	ERVFRD-1
Sync	ENSMUSG00000001333	SYNC
Syndig1	ENSMUSG00000074736	SYNDIG1
Syndig1l	ENSMUSG00000071234	SYNDIG1L
Syne1	ENSMUSG00000096054	SYNE1
Syne2	ENSMUSG00000063450	SYNE2
Syne3	ENSMUSG00000054150	SYNE3
Syne4	ENSMUSG00000019737	SYNE4
Syngap1	ENSMUSG00000067629	SYNGAP1
Syngr1	ENSMUSG00000022415	SYNGR1
Syngr2	ENSMUSG00000048277	SYNGR2
Syngr3	ENSMUSG00000007021	SYNGR3
Syngr4	ENSMUSG00000040231	SYNGR4
Synj1	ENSMUSG00000022973	SYNJ1
Synj2	ENSMUSG00000023805	SYNJ2
Synj2bp	ENSMUSG00000090935	SYNJ2BP
Synm	ENSMUSG00000030554	SYNM
Synpo	ENSMUSG00000043079	SYNPO
Synpo2	ENSMUSG00000050315	SYNPO2
Synpo2l	ENSMUSG00000039376	SYNPO2L
Synpr	ENSMUSG00000056296	SYNPR
Synrg	ENSMUSG00000034940	SYNRG
Syp	ENSMUSG00000031144	SYP
Sypl	ENSMUSG00000020570	SYPL1
Sypl2	ENSMUSG00000027887	SYPL2
Syt1	ENSMUSG00000035864	SYT1
Syt10	ENSMUSG00000063260	SYT10
Syt11	ENSMUSG00000068923	SYT11
Syt12	ENSMUSG00000049303	SYT12
Syt13	ENSMUSG00000027220	SYT13
Syt14	ENSMUSG00000016200	SYT14
Syt15	ENSMUSG00000041479	SYT15
Syt16	ENSMUSG00000044912	SYT16
Syt17	ENSMUSG00000058420	SYT17
Syt2	ENSMUSG00000026452	SYT2
Syt3	ENSMUSG00000030731	SYT3
Syt4	ENSMUSG00000024261	SYT4
Syt5	ENSMUSG00000004961	SYT5
