gene_name	gene_id
MIR548AH	ENSG00000283682
LRRC7	ENSG00000033122
	ENSG00000288255
CASP1P2	ENSG00000254750
CARD17	ENSG00000255221
CASP1P1	ENSG00000255430
SGK1	ENSG00000118515
OR2AL1P	ENSG00000254767
	ENSG00000255336
CARD16	ENSG00000204397
	ENSG00000280502
	ENSG00000283691
CENATAC-DT	ENSG00000255121
CENATAC	ENSG00000186166
	ENSG00000279925
	ENSG00000257268
RPL29P25	ENSG00000241286
	ENSG00000285539
HHATL-AS1	ENSG00000230970
CCDC13	ENSG00000244607
TCTN1	ENSG00000204852
ATP6V0CP1	ENSG00000230201
RN7SL784P	ENSG00000264113
CHRNE	ENSG00000108556
SCGB2B2	ENSG00000205209
C19orf12	ENSG00000131943
	ENSG00000280571
C17orf107	ENSG00000205710
	ENSG00000287417
CCDC13-AS1	ENSG00000173811
GP1BA	ENSG00000185245
ATP6V1G3	ENSG00000151418
RPL23AP64	ENSG00000240970
MIR153-1	ENSG00000207647
LINC02158	ENSG00000225611
	ENSG00000230432
	ENSG00000254428
IRGQ	ENSG00000167378
HIGD1A	ENSG00000181061
RESP18	ENSG00000182698
	ENSG00000254909
	ENSG00000267632
RPS25	ENSG00000118181
MIR5010	ENSG00000283929
PTP4A2P1	ENSG00000267185
NAGLU	ENSG00000108784
ZNF738	ENSG00000172687
F13B	ENSG00000143278
NHEJ1	ENSG00000187736
CGB7	ENSG00000196337
SLC1A6	ENSG00000105143
	ENSG00000266929
	ENSG00000235288
LEPR	ENSG00000116678
HSD17B1P1	ENSG00000108785
HSD17B1-AS1	ENSG00000266962
ACKR2	ENSG00000144648
HSD17B1	ENSG00000108786
TRAPPC4	ENSG00000196655
CYP8B1	ENSG00000180432
	ENSG00000234162
HNRNPA1P22	ENSG00000236459
ZBTB47	ENSG00000114853
ECRG4	ENSG00000119147
COASY	ENSG00000068120
	ENSG00000285749
	ENSG00000267465
UXS1	ENSG00000115652
IQCF1	ENSG00000173389
IQCF4P	ENSG00000224792
IQCF3	ENSG00000229972
	ENSG00000283704
SLC37A4	ENSG00000137700
IQCF2	ENSG00000184345
MYO9B	ENSG00000099331
PSMC3IP	ENSG00000131470
RN7SL504P	ENSG00000241789
IQCF5-AS1	ENSG00000235455
IQCF5	ENSG00000214681
PBX1	ENSG00000185630
PARP3	ENSG00000041880
GNL1	ENSG00000204590
TATDN2	ENSG00000157014
	ENSG00000233339
	ENSG00000273595
RPL22P10	ENSG00000213295
SRSF3P4	ENSG00000224061
MED15P9	ENSG00000223760
CCDC74B	ENSG00000152076
PSMD4	ENSG00000159352
MIR885	ENSG00000216135
LINC01988	ENSG00000283036
TUBA1A	ENSG00000167552
ZNF445	ENSG00000185219
POM121L2	ENSG00000158553
	ENSG00000287710
RETREG3	ENSG00000141699
TUBA1C	ENSG00000167553
ZNF852	ENSG00000178917
DST	ENSG00000151914
EI24P3	ENSG00000214825
	ENSG00000277509
SIGLEC5	ENSG00000268500
ZKSCAN7	ENSG00000196345
MZT2B	ENSG00000152082
	ENSG00000255114
TAGLN2	ENSG00000158710
HYOU1	ENSG00000149428
	ENSG00000258101
	ENSG00000258232
	ENSG00000258334
PRPH	ENSG00000135406
	ENSG00000280183
ATP5MGP7	ENSG00000267189
HMGB3P27	ENSG00000267132
ZSCAN5A	ENSG00000131848
TUBG2	ENSG00000037042
TUBA3E	ENSG00000152086
PEA15	ENSG00000162734
	ENSG00000227632
RHOQP3	ENSG00000230756
NOC2LP1	ENSG00000213225
PLEKHH3	ENSG00000068137
DUSP28	ENSG00000188542
CD84	ENSG00000066294
KRT18P52	ENSG00000237007
AK2P2	ENSG00000242272
	ENSG00000273165
DPY30	ENSG00000162961
KCTD15	ENSG00000153885
TROAP	ENSG00000135451
ZKSCAN7-AS1	ENSG00000236869
ZNF660	ENSG00000144792
	ENSG00000271228
SLC30A6-DT	ENSG00000272716
MPRIPP1	ENSG00000214820
H6PD	ENSG00000049239
SLC30A6	ENSG00000152683
ZNF197	ENSG00000186448
FOXD2	ENSG00000186564
RBM8A	ENSG00000265241
ZNF567	ENSG00000189042
NPEPPS	ENSG00000141279
ZNF582	ENSG00000018869
ZNF197-AS1	ENSG00000233509
DDOST	ENSG00000244038
ZNF35	ENSG00000169981
DDX50P1	ENSG00000229816
RNU6-647P	ENSG00000201113
NLRC4	ENSG00000091106
ZNF439	ENSG00000171291
NBL1	ENSG00000158747
LILRB1	ENSG00000104972
	ENSG00000272077
SOCS5P3	ENSG00000235805
SCN10A	ENSG00000185313
SCN1A	ENSG00000144285
C1QL4	ENSG00000186897
DNAJC22	ENSG00000178401
PRG4	ENSG00000116690
	ENSG00000257954
	ENSG00000257464
MIR6762	ENSG00000274822
PLBD2	ENSG00000151176
CAPN7	ENSG00000131375
ZFP30	ENSG00000120784
VPS72	ENSG00000163159
SDS	ENSG00000135094
ZNF559-ZNF177	ENSG00000270011
	ENSG00000271751
VPS11-DT	ENSG00000272186
VPS11	ENSG00000160695
SDSL	ENSG00000139410
ST3GAL3	ENSG00000126091
C19orf47	ENSG00000160392
LHX5	ENSG00000089116
SH3BP5-AS1	ENSG00000224660
SH3BP5	ENSG00000131370
LHX5-AS1	ENSG00000257935
SLC8B1	ENSG00000089060
LILRB3	ENSG00000204577
HMBS	ENSG00000256269
RPL7P13	ENSG00000234253
	ENSG00000212580
NRXN1	ENSG00000179915
LINC01973	ENSG00000204283
RNU1-80P	ENSG00000238898
TNRC6C	ENSG00000078687
RNU6-454P	ENSG00000201162
HMGN2P7	ENSG00000226427
RAB5B	ENSG00000111540
METTL6	ENSG00000206562
ZNF226	ENSG00000167380
	ENSG00000279600
UBE2V2P2	ENSG00000267463
RNU6-625P	ENSG00000238658
TMC6	ENSG00000141524
EAF1	ENSG00000144597
RNU6-1024P	ENSG00000206926
EAF1-AS1	ENSG00000249786
	ENSG00000237493
SUOX	ENSG00000139531
COLQ	ENSG00000206561
ZNF841	ENSG00000197608
KLK12	ENSG00000186474
IKZF4	ENSG00000123411
ZNF544	ENSG00000198131
TMC8	ENSG00000167895
MIR4270	ENSG00000263573
	ENSG00000288077
RN7SL110P	ENSG00000241064
HACL1	ENSG00000131373
	ENSG00000273890
	ENSG00000257449
RPS26	ENSG00000197728
	ENSG00000285548
MTCO1P42	ENSG00000230327
ZNF233	ENSG00000159915
	ENSG00000283058
MIR8485	ENSG00000216191
	ENSG00000238165
	ENSG00000286412
	ENSG00000287867
RNA5SP111	ENSG00000223318
SLC38A11	ENSG00000169507
	ENSG00000257411
ZNF534	ENSG00000198633
PA2G4	ENSG00000170515
C17orf99	ENSG00000187997
H2AX	ENSG00000188486
C2CD2L	ENSG00000172375
ZNF836	ENSG00000196267
EIF5AP2	ENSG00000267679
TK1	ENSG00000167900
TNPO2	ENSG00000105576
SCN3A	ENSG00000153253
AFMID	ENSG00000183077
	ENSG00000257553
RPL41	ENSG00000229117
ESYT1	ENSG00000139641
HINFP	ENSG00000172273
	ENSG00000267624
BIRC5	ENSG00000089685
SYNE1	ENSG00000131018
ABCG4	ENSG00000172350
BTD	ENSG00000169814
GATAD2A	ENSG00000167491
ZC3H10	ENSG00000135482
TMEM235	ENSG00000204278
	ENSG00000258345
	ENSG00000258317
NLRX1	ENSG00000160703
	ENSG00000257809
MYL6B	ENSG00000196465
	ENSG00000283914
THA1P	ENSG00000267676
ZNF320	ENSG00000182986
MAPRE1P3	ENSG00000233204
MIR3134	ENSG00000264354
	ENSG00000279886
	ENSG00000279465
	ENSG00000288089
	ENSG00000270409
RNU7-9P	ENSG00000238782
LINC01993	ENSG00000204277
	ENSG00000235993
RN7SL4P	ENSG00000263740
SEMA3B-AS1	ENSG00000232352
RNU6-613P	ENSG00000222344
KRBA2	ENSG00000184619
FBXO36	ENSG00000153832
SEMA3B	ENSG00000012171
CAVIN1	ENSG00000177469
RNU7-97P	ENSG00000238704
MIR548AT	ENSG00000264314
	ENSG00000267222
RNU6-964P	ENSG00000252333
FBXO36-IT1	ENSG00000231534
RNU6-1027P	ENSG00000206725
SLC16A14	ENSG00000163053
SIGLECL1	ENSG00000179213
STAT3	ENSG00000168610
RNY4P19	ENSG00000199400
SCYGR9	ENSG00000285843
SCYGR2	ENSG00000284643
MYL6	ENSG00000092841
SCYGR10	ENSG00000284622
SCYGR3	ENSG00000284704
	ENSG00000236116
ZNF761	ENSG00000160336
SCYGR4	ENSG00000284631
NRTN	ENSG00000171119
SCYGR5	ENSG00000284667
SLC19A3	ENSG00000135917
ZNF383	ENSG00000188283
ZNF224	ENSG00000267680
PDZD3	ENSG00000172367
SCYGR6	ENSG00000284725
ZNF551	ENSG00000204519
SCYGR7	ENSG00000284718
SCYGR8	ENSG00000284635
RNA5SP121	ENSG00000252346
SNRPGP8	ENSG00000226718
	ENSG00000229172
MIR6872	ENSG00000283848
	ENSG00000269026
LSMEM2	ENSG00000179564
CCL20	ENSG00000115009
ZNF154	ENSG00000179909
ZNF671	ENSG00000083814
HYAL3	ENSG00000186792
TDGF1P2	ENSG00000183514
ZNF776	ENSG00000152443
DAW1	ENSG00000123977
ZSCAN4	ENSG00000180532
NAA80	ENSG00000243477
ZNF780A	ENSG00000197782
CCDC153	ENSG00000248712
SMARCC2	ENSG00000139613
	ENSG00000237653
	ENSG00000272237
MANEA	ENSG00000172469
	ENSG00000201006
	ENSG00000232353
	ENSG00000229774
CBL	ENSG00000110395
	ENSG00000287178
RN7SKP222	ENSG00000222583
GLI2	ENSG00000074047
FGF12-AS1	ENSG00000231383
FGF12-AS2	ENSG00000230126
FGF12-AS3	ENSG00000226709
	ENSG00000238902
RNU1-20P	ENSG00000200184
	ENSG00000215022
MRPS22	ENSG00000175110
	ENSG00000217060
KRT18P64	ENSG00000213211
LINC02535	ENSG00000234155
DUTP5	ENSG00000216439
	ENSG00000283695
TPT1P6	ENSG00000214460
ZNF888	ENSG00000213793
NT5E	ENSG00000135318
	ENSG00000269646
ZNF816-ZNF321P	ENSG00000221874
ZNF321P	ENSG00000213801
	ENSG00000271709
	ENSG00000201584
	ENSG00000234455
ZNF816	ENSG00000180257
	ENSG00000225963
	ENSG00000283451
RNU6-262P	ENSG00000222249
SP140	ENSG00000079263
MCAM	ENSG00000076706
	ENSG00000271793
ZNF347	ENSG00000197937
ZNF665	ENSG00000197497
DNAJB11	ENSG00000090520
	ENSG00000268842
	ENSG00000269001
NDUFV2P1	ENSG00000267809
ZNF677	ENSG00000197928
NMBR	ENSG00000135577
	ENSG00000269288
PGBD1	ENSG00000137338
VN1R2	ENSG00000196131
VN1R4	ENSG00000228567
TSEN2	ENSG00000154743
	ENSG00000269758
FAM90A27P	ENSG00000189348
BIRC8	ENSG00000163098
ZNF160	ENSG00000170949
STK19	ENSG00000204344
MIR6756	ENSG00000284148
	ENSG00000252119
	ENSG00000179038
	ENSG00000287934
GRK2	ENSG00000173020
	ENSG00000288679
PLXNB1	ENSG00000164050
	ENSG00000258199
RNF41	ENSG00000181852
	ENSG00000279964
ANKRD13D	ENSG00000172932
NRM	ENSG00000137404
ZEB2	ENSG00000169554
NABP2	ENSG00000139579
MMS22L	ENSG00000146263
SSH3	ENSG00000172830
RAB5C-AS1	ENSG00000267658
KCNH4	ENSG00000089558
SLC39A5	ENSG00000139540
HCRT	ENSG00000161610
GHDC	ENSG00000167925
BTN1A1	ENSG00000124557
ANKRD52	ENSG00000139645
AK9	ENSG00000155085
CCDC51	ENSG00000164051
	ENSG00000287851
STAT5B	ENSG00000173757
RAD9A	ENSG00000172613
COQ10A	ENSG00000135469
TMA7	ENSG00000232112
	ENSG00000244380
TREX1	ENSG00000213689
H3C6	ENSG00000274750
	ENSG00000258260
TAAR1	ENSG00000146399
PFKFB4	ENSG00000114268
	ENSG00000280295
	ENSG00000267758
C6orf52	ENSG00000137434
MIR6752	ENSG00000276769
	ENSG00000236194
	ENSG00000278829
CS	ENSG00000062485
	ENSG00000266126
PITPNM1	ENSG00000110697
SPECC1-DT	ENSG00000261033
	ENSG00000225681
KCTD9P1	ENSG00000225014
RNU6-258P	ENSG00000212186
RNU6-1057P	ENSG00000252971
RNU6-467P	ENSG00000276577
	ENSG00000266839
	ENSG00000278701
UPF3AP2	ENSG00000214832
PTP4A1	ENSG00000112245
ZNF207	ENSG00000010244
	ENSG00000283118
	ENSG00000279166
ZEB2-AS1	ENSG00000238057
TIAM2	ENSG00000146426
	ENSG00000275372
	ENSG00000273537
	ENSG00000277444
	ENSG00000287115
LINC01412	ENSG00000232606
DYTN	ENSG00000232125
LPIN1	ENSG00000134324
CDK2AP2	ENSG00000167797
CABP2	ENSG00000167791
SLC47A2	ENSG00000180638
SLC1A7	ENSG00000162383
	ENSG00000283257
GSTP1	ENSG00000084207
MIR6823	ENSG00000278799
UCN2	ENSG00000145040
MIR711	ENSG00000284251
UQCRC1	ENSG00000010256
C11orf72	ENSG00000184224
	ENSG00000255119
NDUFV1	ENSG00000167792
CASP8	ENSG00000064012
	ENSG00000144785
	ENSG00000257303
	ENSG00000257740
CNPY2	ENSG00000257727
ZNF692	ENSG00000171163
ZSCAN12	ENSG00000158691
DHRS7C	ENSG00000184544
MEI4	ENSG00000269964
TMEM181	ENSG00000146433
TMEM89	ENSG00000183396
TVP23C	ENSG00000175106
SLC26A6	ENSG00000225697
ZNF184	ENSG00000096654
GPR6	ENSG00000146360
USP49	ENSG00000164663
PAN2	ENSG00000135473
	ENSG00000288721
UFL1	ENSG00000014123
FHL5	ENSG00000112214
RPS7P8	ENSG00000213183
RNU4-70P	ENSG00000207309
TYMSP1	ENSG00000219139
	ENSG00000217331
CLUH	ENSG00000132361
INTS11	ENSG00000127054
DOC2GP	ENSG00000231793
NUDT8	ENSG00000167799
ACY3	ENSG00000132744
	ENSG00000270776
	ENSG00000286207
PRPF40A	ENSG00000196504
	ENSG00000227834
ALDH3B2	ENSG00000132746
RPL37P2	ENSG00000239559
UNC93B5	ENSG00000184795
OR7E145P	ENSG00000235855
	ENSG00000285537
	ENSG00000254883
	ENSG00000255147
FOLR3	ENSG00000110203
FOXO3B	ENSG00000240445
IL23A	ENSG00000110944
MIF4GD	ENSG00000125457
SLC22A6	ENSG00000197901
MIR6824	ENSG00000284364
CELSR3	ENSG00000008300
ARL6IP6	ENSG00000177917
STAT2	ENSG00000170581
	ENSG00000234932
UBQLN4P2	ENSG00000226213
BAHCC1	ENSG00000266074
CLHC1	ENSG00000162994
SLC22A8	ENSG00000149452
CCDC144A	ENSG00000170160
MIR4793	ENSG00000284575
	ENSG00000203327
NCKIPSD	ENSG00000213672
CDPF1P1	ENSG00000227799
MTIF2	ENSG00000085760
	ENSG00000256041
TUBAP7	ENSG00000253547
SLC22A24	ENSG00000197658
RPL29P22	ENSG00000239924
SLC22A25	ENSG00000196600
RNU7-40P	ENSG00000252206
APOF	ENSG00000175336
APONP	ENSG00000274823
	ENSG00000259099
PRORSD1P	ENSG00000162997
SLCO1B1	ENSG00000134538
LINC02585	ENSG00000228350
	ENSG00000271973
	ENSG00000240401
	ENSG00000256863
CCND2P1	ENSG00000256847
C17orf58	ENSG00000186665
IP6K2	ENSG00000068745
	ENSG00000256181
SLC22A10	ENSG00000184999
KRT32	ENSG00000108759
	ENSG00000206964
SOCS3	ENSG00000184557
TRIP12	ENSG00000153827
SLC22A9	ENSG00000149742
IAPP	ENSG00000121351
ERBB2	ENSG00000141736
PYROXD1	ENSG00000121350
TRIM5	ENSG00000132256
ELOCP31	ENSG00000256021
RECQL	ENSG00000004700
COL7A1	ENSG00000114270
GOLT1B	ENSG00000111711
HPX	ENSG00000110169
SYNGR2	ENSG00000108639
SPX	ENSG00000134548
FGGY	ENSG00000172456
YARS2	ENSG00000139131
	ENSG00000286950
BCAS3	ENSG00000141376
	ENSG00000274976
RPL35AP27	ENSG00000244743
TRIM3	ENSG00000110171
	ENSG00000257653
MIR4701	ENSG00000264201
ADCY6-DT	ENSG00000257660
	ENSG00000271547
	ENSG00000207467
CACNB3	ENSG00000167535
ARFIP2	ENSG00000132254
	ENSG00000279485
PRELID1P6	ENSG00000228305
RPS4XP5	ENSG00000229920
DISC1	ENSG00000162946
RPL27P6	ENSG00000234488
CSP1	ENSG00000228872
HNRNPA1P66	ENSG00000229221
MDH1	ENSG00000014641
	ENSG00000283977
DDX23	ENSG00000174243
TIMM10B	ENSG00000132286
MKRN2	ENSG00000075975
RNU6-111P	ENSG00000252988
	ENSG00000287435
	ENSG00000285068
	ENSG00000254595
RPSAP28	ENSG00000214484
ALMS1-IT1	ENSG00000230002
	ENSG00000284902
NAT8	ENSG00000144035
ZMAT3	ENSG00000172667
DNHD1	ENSG00000179532
ALMS1P1	ENSG00000163016
NAT8B	ENSG00000204872
TPRKB	ENSG00000144034
RND1	ENSG00000172602
	ENSG00000200616
	ENSG00000229102
PIK3CA	ENSG00000121879
SLFN12	ENSG00000172123
ADCY6	ENSG00000174233
	ENSG00000273245
	ENSG00000280037
TAOK1	ENSG00000160551
DUSP11	ENSG00000144048
MPHOSPH9	ENSG00000051825
C2orf78	ENSG00000187833
ABI2	ENSG00000138443
TPP1	ENSG00000166340
TEX14	ENSG00000121101
ARPC4	ENSG00000241553
PIGX	ENSG00000163964
CDK2AP1	ENSG00000111328
GORASP1	ENSG00000114745
	ENSG00000269980
RNA5SP375	ENSG00000199845
SBNO1	ENSG00000139697
GTF3C2-AS1	ENSG00000234945
MYO18A	ENSG00000196535
	ENSG00000234072
EIF2B4	ENSG00000115211
	ENSG00000207189
SBNO1-AS1	ENSG00000256092
MIR8072	ENSG00000284425
C12orf65	ENSG00000130921
TXNRD3	ENSG00000197763
DHX37	ENSG00000150990
	ENSG00000283415
	ENSG00000254712
OR10A4	ENSG00000170782
FADS2	ENSG00000134824
HTR1F	ENSG00000179097
ABHD14B	ENSG00000114779
BRI3BP	ENSG00000184992
THRIL	ENSG00000280634
	ENSG00000256093
AACS	ENSG00000081760
SNX17	ENSG00000115234
OSBPL10	ENSG00000144645
TRMT112	ENSG00000173113
CREBZF	ENSG00000137504
OR9G1	ENSG00000174914
OR4D10	ENSG00000254466
NCR3LG1	ENSG00000188211
	ENSG00000260196
SDHCP4	ENSG00000255035
HTR3B	ENSG00000149305
TLR9	ENSG00000239732
ZNF513	ENSG00000163795
GLT8D1	ENSG00000016864
SLC30A10	ENSG00000196660
PPM1G	ENSG00000115241
PLA2G2F	ENSG00000158786
MFSD2A	ENSG00000168389
	ENSG00000279233
	ENSG00000256814
	ENSG00000287240
	ENSG00000280117
ZBTB16	ENSG00000109906
	ENSG00000279462
GRIN2B	ENSG00000273079
ASIC2	ENSG00000108684
FTH1P3	ENSG00000213453
NRBP1	ENSG00000115216
	ENSG00000286463
	ENSG00000213779
NUCB2	ENSG00000070081
MLX	ENSG00000108788
KRAS	ENSG00000133703
RFC4	ENSG00000163918
LLPH	ENSG00000139233
UBE2J2	ENSG00000160087
	ENSG00000228144
LLPH-DT	ENSG00000239335
TMBIM4	ENSG00000155957
	ENSG00000197149
GAS7	ENSG00000007237
	ENSG00000285545
	ENSG00000287898
USH1C	ENSG00000006611
KRTCAP3	ENSG00000157992
C3orf80	ENSG00000180044
OR5K1	ENSG00000232382
OGG1	ENSG00000114026
	ENSG00000235267
RNU6-986P	ENSG00000200003
FNDC4	ENSG00000115226
OLFM3	ENSG00000118733
GCKR	ENSG00000084734
PRXL2B	ENSG00000157870
IRAK3	ENSG00000090376
IFT172	ENSG00000138002
STAC	ENSG00000144681
RBMS1P1	ENSG00000225422
MIR6502	ENSG00000284011
	ENSG00000256072
PDCL3P7	ENSG00000256777
OTOG	ENSG00000188162
RN7SKP166	ENSG00000222744
HELB	ENSG00000127311
DCST1	ENSG00000163357
SPECC1	ENSG00000128487
GRIP1	ENSG00000155974
TMEM207	ENSG00000198398
	ENSG00000251364
DPM3	ENSG00000179085
PLSCR5	ENSG00000231213
RHOC	ENSG00000155366
OLFML1	ENSG00000183801
OXTR	ENSG00000180914
	ENSG00000263494
FMNL1-DT	ENSG00000267121
PPFIBP2	ENSG00000166387
NR1I2	ENSG00000144852
FMNL1	ENSG00000184922
KNG1	ENSG00000113889
RXFP4	ENSG00000173080
CATSPER4	ENSG00000188782
SLC66A1L	ENSG00000174899
SHISA4	ENSG00000198892
MRPS10P2	ENSG00000234325
OSBPL9P5	ENSG00000256285
ITPR1-DT	ENSG00000231249
OSBPL9P4	ENSG00000256420
EGOT	ENSG00000235947
	ENSG00000257083
	ENSG00000275981
	ENSG00000235978
GRHL3	ENSG00000158055
	ENSG00000279310
RAB11AP2	ENSG00000255976
BHLHE40-AS1	ENSG00000235831
	ENSG00000233175
SLC11A2	ENSG00000110911
EFCAB15P	ENSG00000233483
PHF7	ENSG00000010318
MAP3K14-AS1	ENSG00000267278
SPATA32	ENSG00000184361
MAP3K14	ENSG00000006062
GBP6	ENSG00000183347
	ENSG00000276470
	ENSG00000278852
NPPA	ENSG00000175206
	ENSG00000275915
NPPB	ENSG00000120937
SBF1P2	ENSG00000224904
RPS17P7	ENSG00000232723
SEMA3G	ENSG00000010319
	ENSG00000285646
RNA5SP443	ENSG00000199953
	ENSG00000267446
	ENSG00000267344
CLASP1-AS1	ENSG00000265451
	ENSG00000278834
RNU4ATAC	ENSG00000264229
	ENSG00000222467
RNU5E-1	ENSG00000199347
KRT222	ENSG00000213424
NIFK-AS1	ENSG00000236859
RNU5E-4P	ENSG00000201801
KIAA2013	ENSG00000116685
	ENSG00000254864
CYB5R2	ENSG00000166394
TNNC1	ENSG00000114854
PLOD1	ENSG00000083444
RPL12P15	ENSG00000230993
KRT224P	ENSG00000224244
KRT24	ENSG00000167916
	ENSG00000279721
NPM1P32	ENSG00000213239
NIFK	ENSG00000155438
NISCH	ENSG00000010322
KRT223P	ENSG00000229028
KRT25	ENSG00000204897
KRT26	ENSG00000186393
TSN	ENSG00000211460
KRT27	ENSG00000171446
KRT28	ENSG00000173908
	ENSG00000270798
	ENSG00000275612
	ENSG00000276668
	ENSG00000264488
	ENSG00000254707
LINC01823	ENSG00000224655
KRT10	ENSG00000186395
OR10AB1P	ENSG00000176716
OR5P4P	ENSG00000227892
OR5P1P	ENSG00000166408
BUD13	ENSG00000137656
RDH16	ENSG00000139547
TMEM99	ENSG00000167920
DNAJC14	ENSG00000135392
DNAH1	ENSG00000114841
	ENSG00000229143
	ENSG00000265359
	ENSG00000226645
ACVR2A	ENSG00000121989
KRT12	ENSG00000187242
ZPR1	ENSG00000109917
ACTR6	ENSG00000075089
KRT20	ENSG00000171431
	ENSG00000287384
	ENSG00000270914
MIIP	ENSG00000116691
KRT23	ENSG00000108244
	ENSG00000202461
MIR6729	ENSG00000276869
RN7SL649P	ENSG00000243539
RNU6-1275P	ENSG00000212389
	ENSG00000223911
TNFRSF8	ENSG00000120949
ORC4	ENSG00000115947
	ENSG00000259333
CLIP1	ENSG00000130779
CSHL1	ENSG00000204414
APOA5	ENSG00000110243
	ENSG00000260236
PTPN23	ENSG00000076201
GH1	ENSG00000259384
RNU6-777P	ENSG00000201135
	ENSG00000236267
RPL23AP89	ENSG00000227875
	ENSG00000285513
	ENSG00000285604
APOA4	ENSG00000110244
MIR7846	ENSG00000283789
MIR4632	ENSG00000263676
	ENSG00000200591
RBBP4	ENSG00000162521
APOC3	ENSG00000110245
MBD5	ENSG00000204406
	ENSG00000285947
APOA1	ENSG00000118137
CD79B	ENSG00000007312
SCAP	ENSG00000114650
APOA1-AS	ENSG00000235910
SIK3	ENSG00000160584
SCN4A	ENSG00000007314
	ENSG00000281469
	ENSG00000281772
	ENSG00000212181
USP12P2	ENSG00000224007
RPS29P8	ENSG00000232238
RGPD5	ENSG00000015568
	ENSG00000263489
PRR29-AS1	ENSG00000264954
PRR29	ENSG00000224383
SYNC	ENSG00000162520
	ENSG00000276925
ST8SIA1	ENSG00000111728
ELP6	ENSG00000163832
	ENSG00000224409
KIAA1522	ENSG00000162522
ICAM2	ENSG00000108622
ZNF140	ENSG00000196387
S100PBP	ENSG00000116497
LIMS3	ENSG00000256977
ERN1	ENSG00000178607
BOLA2P2	ENSG00000271161
RN7SL870P	ENSG00000244732
CSPG5	ENSG00000114646
	ENSG00000284337
CLEC2B	ENSG00000110852
FNDC5	ENSG00000160097
	ENSG00000186148
NUAK1	ENSG00000074590
	ENSG00000283684
	ENSG00000214773
	ENSG00000286629
GPAA1P1	ENSG00000240069
HIGD2AP2	ENSG00000235695
SNHG25	ENSG00000266402
	ENSG00000239716
HPCA	ENSG00000121905
ZBTB45P1	ENSG00000225108
SNORD104	ENSG00000199753
SHOX2	ENSG00000168779
	ENSG00000281311
LINC01123	ENSG00000204588
SNORA50C	ENSG00000277887
TBC1D15	ENSG00000121749
RNY4P6	ENSG00000200537
	ENSG00000234268
	ENSG00000235721
	ENSG00000224077
TEX2	ENSG00000136478
	ENSG00000225236
OR56A3	ENSG00000184478
	ENSG00000229730
TMEM54	ENSG00000121900
	ENSG00000283283
OR51M1	ENSG00000184698
MIR4267	ENSG00000265682
MALL	ENSG00000144063
OR51I2	ENSG00000187918
BSCL2	ENSG00000168000
MIR4436B1	ENSG00000264979
ACTR1AP1	ENSG00000233370
	ENSG00000241723
	ENSG00000277143
	ENSG00000243314
	ENSG00000243150
	ENSG00000261760
	ENSG00000287691
	ENSG00000278966
MLF1	ENSG00000178053
CLCC1	ENSG00000121940
	ENSG00000282304
MALLP1	ENSG00000282785
MIR4436B2	ENSG00000263881
	ENSG00000283167
	ENSG00000226991
	ENSG00000230650
LINC01106	ENSG00000175772
ZBTB45P2	ENSG00000226065
GPAA1P2	ENSG00000230596
	ENSG00000273471
	ENSG00000184115
UFC1	ENSG00000143222
	ENSG00000227574
NPHP1	ENSG00000144061
OR52K2	ENSG00000181963
OR52K1	ENSG00000196778
MAPT	ENSG00000186868
	ENSG00000224985
OR52M2P	ENSG00000226616
OR1S2	ENSG00000197887
USP21	ENSG00000143258
CCDC87	ENSG00000182791
CCS	ENSG00000173992
H1-7	ENSG00000187166
ZDHHC17	ENSG00000186908
RNU4-39P	ENSG00000199325
RBM14	ENSG00000239306
MTAPP1	ENSG00000243025
PPOX	ENSG00000143224
	ENSG00000243165
RSRC1	ENSG00000174891
RBM14-RBM4	ENSG00000248643
RBM4	ENSG00000173933
HOXC5	ENSG00000172789
SIRT4	ENSG00000089163
RBM4B	ENSG00000173914
OR2AP1	ENSG00000179615
OR6C2	ENSG00000179695
CLEC4A	ENSG00000111729
RN7SL12P	ENSG00000239553
C1QBPP2	ENSG00000213409
FTLP6	ENSG00000254984
	ENSG00000287962
B4GALT3	ENSG00000158850
	ENSG00000255372
RNU6-874P	ENSG00000199260
ZNF123P	ENSG00000255259
ARHGAP32	ENSG00000134909
NPHP3	ENSG00000113971
SLC16A3	ENSG00000141526
PHLDA1	ENSG00000139289
GLT8D2	ENSG00000120820
ADAMTS4	ENSG00000158859
LINC01940	ENSG00000227744
MIR4440	ENSG00000266109
MIR4441	ENSG00000264810
	ENSG00000286307
	ENSG00000287405
MIR4269	ENSG00000265215
MIR2467	ENSG00000264292
HDAC4-AS1	ENSG00000222020
	ENSG00000286525
LIN7A	ENSG00000111052
	ENSG00000288082
	ENSG00000286188
FCER1G	ENSG00000158869
HDAC4	ENSG00000068024
	ENSG00000262791
APOA2	ENSG00000158874
C12orf71	ENSG00000214700
DHX30	ENSG00000132153
FIGNL2	ENSG00000261308
MPP2	ENSG00000108852
PXN	ENSG00000089159
TOMM40L	ENSG00000158882
ANO5	ENSG00000171714
MIR5187	ENSG00000284035
NR1I3	ENSG00000143257
	ENSG00000274420
MIR1226	ENSG00000221585
	ENSG00000199591
VPS26BP1	ENSG00000224895
	ENSG00000270285
RN7SL664P	ENSG00000265078
	ENSG00000236768
CDC25A	ENSG00000164045
LCLAT1	ENSG00000172954
NOSTRIN	ENSG00000163072
SNRPFP4	ENSG00000235627
